drug	uniprot
DB08391 	 Q9Y233
DB08392 	 O14757
DB08393 	 O14757
DB08394 	 P01857
DB08395 	 Q16539
DB08396 	 P01768
DB08397 	 P18031
DB08398 	 P03372
DB08398 	 Q15596
DB08399 	 P25705
DB08399 	 P06576
DB08399 	 P36542
DB08400 	 O00519
DB08401 	 O70038
DB08402 	 P37231
DB08402 	 Q15596
DB08402 	 P19793
DB08403 	 P03956
DB08403 	 P22894
DB08404 	 P0A6A8
DB08405 	 P0A6A8
DB08406 	 P00374
DB08407 	 P0AAI5
DB08408 	 P07097
DB08409 	 P01857
DB08409 	 P01859
DB08410 	 P01857
DB08411 	 P01857
DB08412 	 P01857
DB08413 	 P01834
DB08413 	 P05187
DB08414 	 P03366
DB08416 	 P00918
DB08418 	 P00918
DB08419 	 P22088
DB08420 	 P07477
DB08421 	 P04584
DB08422 	 P00734
DB08423 	 Q16539
DB08424 	 Q16539
DB08426 	 P00742
DB08427 	 P19080
DB08428 	 P03367
DB08428 	 P03366
DB08429 	 P27487
DB08430 	 Q6UWM7
DB08431 	 Q9ZGI2
DB08432 	 P00582
DB08433 	 P15273
DB08434 	 P00524
DB08435 	 P37231
DB08436 	 P07900
DB08437 	 Q96L21
DB08437 	 P40429
DB08437 	 P62829
DB08437 	 P61313
DB08437 	 P84098
DB08437 	 P62750
DB08437 	 Q9UHA3
DB08437 	 Q9UNX3
DB08437 	 P62917
DB08437 	 P61927
DB08437 	 P39023
DB08437 	 P62913
DB08437 	 P0A8P1
DB08438 	 Q54873
DB08439 	 P35354
DB08439 	 P02788
DB08440 	 P0ABE7
DB08441 	 P24941
DB08442 	 P07900
DB08443 	 P07900
DB08444 	 P04585
DB08445 	 P27487
DB08446 	 P04585
DB08447 	 Q9NZK7
DB08448 	 P00374
DB08449 	 P15121
DB08450 	 P36897
DB08451 	 P0AE18
DB08453 	 P08574
DB08453 	 P00156
DB08453 	 P31930
DB08453 	 P22695
DB08453 	 P07919
DB08453 	 O14949
DB08453 	 P47985
DB08453 	 O14957
DB08453 	 P14927
DB08453 	 Q9UDW1
DB08453 	 P83791
DB08453 	 P83793
DB08453 	 P83794
DB08453 	 P83792
DB08453 	 P83797
DB08453 	 P83795
DB08453 	 P83796
DB08453 	 P83798
DB08454 	 Q8IU85
DB08456 	 P00720
DB08457 	 P03366
DB08458 	 P33247
DB08459 	 P04585
DB08460 	 P04585
DB08461 	 P10275
DB08462 	 P12931
DB08463 	 P24941
DB08463 	 P20248
DB08464 	 P08238
DB08464 	 P14625
DB08465 	 P08238
DB08465 	 P14625
DB08466 	 P09960
DB08469 	 P9WMC1
DB08470 	 P9WMC1
DB08471 	 P9WMC1
DB08472 	 O67854
DB08473 	 P68400
DB08474 	 P04584
DB08475 	 P37957
DB08476 	 P22894
DB08478 	 P04818
DB08479 	 P04818
DB08480 	 P27338
DB08481 	 P26663
DB08482 	 P03956
DB08484 	 P09467
DB08485 	 P15474
DB08486 	 P69905
DB08486 	 P68871
DB08487 	 P00742
DB08488 	 P00742
DB08489 	 P09237
DB08490 	 P45452
DB08491 	 P03956
DB08492 	 P16050
DB08493 	 P09237
DB08494 	 P04585
DB08495 	 P00742
DB08497 	 P42574
DB08498 	 P42574
DB08499 	 P42574
DB08500 	 P11217
DB08501 	 P69178
DB08502 	 P04585
DB08503 	 P11217
DB08504 	 P27487
DB08505 	 Q70I53
DB08506 	 P04825
DB08507 	 P08254
DB08508 	 Q7CRA4
DB08509 	 P03303
DB08510 	 P01859
DB08511 	 P28720
DB08512 	 P28720
DB08513 	 P28482
DB08513 	 P06213
DB08513 	 P35568
DB08514 	 P28720
DB08515 	 P25786
DB08515 	 P25787
DB08515 	 P25788
DB08515 	 P25789
DB08515 	 P28066
DB08515 	 P60900
DB08515 	 O14818
DB08515 	 P20618
DB08515 	 P49721
DB08515 	 P49720
DB08515 	 P28070
DB08515 	 P28074
DB08515 	 P28072
DB08515 	 Q99436
DB08516 	 P27338
DB08517 	 Q5G940
DB08519 	 P35968
DB08520 	 P62942
DB08521 	 Q16539
DB08521 	 P28482
DB08522 	 Q16539
DB08523 	 Q8DP79
DB08523 	 P0A6K3
DB08524 	 Q8DP79
DB08525 	 Q8DP79
DB08526 	 P09668
DB08527 	 P20248
DB08527 	 P24941
DB08528 	 P04585
DB08529 	 O95749
DB08530 	 P27487
DB08531 	 P24941
DB08532 	 P24941
DB08533 	 P24941
DB08534 	 P24941
DB08535 	 P24941
DB08536 	 P24941
DB08537 	 P24941
DB08538 	 P24941
DB08539 	 P24941
DB08540 	 P03303
DB08541 	 Q53901
DB08542 	 P9WNW7
DB08543 	 P03303
DB08544 	 O67854
DB08545 	 Q6PYX1
DB08546 	 P00734
DB08547 	 P01859
DB08548 	 P37957
DB08549 	 P18031
DB08550 	 P11086
DB08551 	 P00811
DB08551 	 P62593
DB08551 	 Q9L5C8
DB08552 	 P00811
DB08553 	 P15056
DB08554 	 Q5LI27
DB08554 	 Q8P8J2
DB08555 	 P53779
DB08556 	 Q99AU2
DB08557 	 P07900
DB08558 	 O25927
DB08558 	 P9WQN9
DB08558 	 P08588
DB08558 	 P09848
DB08559 	 P06875
DB08560 	 P37231
DB08561 	 P45452
DB08562 	 P01834
DB08562 	 P01857
DB08562 	 P01615
DB08564 	 P12931
DB08565 	 P17538
DB08566 	 P17538
DB08568 	 P17612
DB08568 	 P61925
DB08569 	 P17612
DB08569 	 P61925
DB08570 	 P03474
DB08570 	 P06820
DB08571 	 P06820
DB08572 	 P20248
DB08572 	 P24941
DB08573 	 P00811
DB08574 	 P55196
DB08575 	 P08473
DB08576 	 O32449
DB08577 	 P11362
DB08578 	 P26663
DB08579 	 P26663
DB08580 	 P26663
DB08581 	 P26663
DB08582 	 P26663
DB08583 	 P00519
DB08585 	 Q02054
DB08586 	 Q02054
DB08587 	 P51584
DB08588 	 P27487
DB08589 	 P51584
DB08590 	 Q9NWZ3
DB08591 	 P18031
DB08593 	 P18031
DB08594 	 P43235
DB08595 	 P03372
DB08595 	 Q15596
DB08596 	 P07998
DB08597 	 Q04771
DB08597 	 P62942
DB08598 	 P04585
DB08598 	 P03366
DB08599 	 P39900
DB08600 	 P03366
DB08601 	 Q15596
DB08601 	 P19793
DB08602 	 Q13946
DB08603 	 P15636
DB08604 	 P0AEK4
DB08604 	 P9WGR1
DB08604 	 O24990
DB08604 	 A0A348A0U3
DB08604 	 Q6GI75
DB08604 	 O75469
DB08604 	 P10275
DB08604 	 Q14994
DB08604 	 P37231
DB08604 	 P07202
DB08605 	 Q16698
DB08605 	 P0AEK4
DB08606 	 P0AF12
DB08607 	 P10632
DB08608 	 Q15119
DB08609 	 Q15119
DB08610 	 Q15119
DB08611 	 P25774
DB08612 	 Q9UKY3
DB08613 	 P56524
DB08614 	 Q9UNI1
DB08615 	 P22303
DB08617 	 P54577
DB08618 	 P01859
DB08619 	 P0A3R9
DB08620 	 Q494W8
DB08621 	 P24093
DB08622 	 P03369
DB08623 	 P00811
DB08624 	 P00734
DB08624 	 P35869
DB08626 	 P08473
DB08627 	 P0A953
DB08628 	 P0A953
DB08629 	 P25705
DB08629 	 P06576
DB08629 	 P36542
DB08631 	 P11086
DB08632 	 P69905
DB08632 	 P68871
DB08633 	 P50579
DB08634 	 P04585
DB08635 	 P01768
DB08636 	 Q51948
DB08637 	 Q51948
DB08638 	 Q939D2
DB08639 	 P03366
DB08640 	 Q9UNI1
DB08641 	 Q9UNI1
DB08642 	 P00374
DB08643 	 P08254
DB08644 	 P27958
DB08645 	 P00918
DB08646 	 P22364
DB08646 	 P29894
DB08646 	 P22619
DB08646 	 P29899
DB08646 	 Q8VUS8
DB08646 	 Q8VUT0
DB08646 	 Q8VUS7
DB08647 	 P01834
DB08648 	 P0A9J8
DB08648 	 P19080
DB08648 	 P9WIB9
DB08649 	 P84887
DB08649 	 P84888
DB08651 	 P04390
DB08651 	 Q02880
DB08652 	 P84887
DB08652 	 P84888
DB08653 	 P84887
DB08653 	 P84888
DB08654 	 P11086
DB08655 	 Q92793
DB08656 	 P0C6X7
DB08657 	 Q9FBC5
DB08658 	 P06276
DB08659 	 P00918
DB08660 	 P68400
DB08661 	 P07998
DB08662 	 P03367
DB08663 	 P04584
DB08664 	 P04584
DB08665 	 P04585
DB08666 	 P0AE18
DB08667 	 P0AE18
DB08668 	 P0AE18
DB08669 	 P0AE18
DB08670 	 P0AE18
DB08671 	 P0AE18
DB08672 	 P27487
DB08673 	 P24941
DB08674 	 P49354
DB08674 	 P49356
DB08675 	 Q16647
DB08676 	 P49354
DB08676 	 P49356
DB08677 	 P24941
DB08678 	 P23467
DB08680 	 P04585
DB08681 	 P04585
DB08682 	 P04585
DB08683 	 O14757
DB08684 	 P9WNG3
DB08685 	 Q3JP94
DB08686 	 P04584
DB08687 	 Q9GZT9
DB08687 	 Q16665
DB08688 	 Q9NPJ3
DB08689 	 P07173
DB08689 	 P06008
DB08689 	 P06009
DB08689 	 P06010
DB08689 	 P31040
DB08689 	 P21912
DB08689 	 O14521
DB08689 	 Q99643
DB08689 	 P0AEG4
DB08689 	 P0A6M2
DB08689 	 Q72LA5
DB08689 	 Q72LA4
DB08689 	 Q72LA6
DB08690 	 P0AC41
DB08690 	 P07014
DB08690 	 P69054
DB08690 	 P0AC44
DB08690 	 P08574
DB08690 	 P00156
DB08690 	 P31930
DB08690 	 P22695
DB08690 	 P07919
DB08690 	 O14949
DB08690 	 P47985
DB08690 	 O14957
DB08690 	 P14927
DB08690 	 Q9UDW1
DB08690 	 P07173
DB08690 	 P06008
DB08690 	 P06009
DB08690 	 P06010
DB08690 	 P0A6M2
DB08690 	 Q02761
DB08690 	 Q02762
DB08690 	 Q02760
DB08690 	 P0C0Y8
DB08690 	 P0C0Y9
DB08690 	 P0C0Y7
DB08691 	 P49759
DB08691 	 P49761
DB08692 	 P17538
DB08693 	 P17538
DB08694 	 P24941
DB08694 	 P20248
DB08695 	 O60760
DB08697 	 P00749
DB08698 	 Q9ZLT0
DB08699 	 Q13555
DB08701 	 P26663
DB08701 	 P26661
DB08702 	 P52700
DB08703 	 P80192
DB08704 	 Q9KU37
DB08705 	 P11309
DB08706 	 P26663
DB08707 	 P11309
DB08708 	 P11309
DB08709 	 P11309
DB08710 	 P26663
DB08711 	 P51584
DB08712 	 P9WNG3
DB08713 	 Q82122
DB08714 	 Q82122
DB08715 	 Q82122
DB08717 	 Q7SIA5
DB08718 	 P0AE18
DB08719 	 P03303
DB08720 	 P03303
DB08721 	 P03303
DB08722 	 P03303
DB08723 	 P03303
DB08723 	 P23008
DB08724 	 P03303
DB08725 	 P03303
DB08726 	 P21404
DB08726 	 P03302
DB08726 	 P03303
DB08727 	 P03303
DB08728 	 P03303
DB08728 	 P23008
DB08729 	 O76074
DB08730 	 Q16539
DB08731 	 P00811
DB08732 	 P0C6X7
DB08732 	 P0C6U8
DB08733 	 Q9UKQ2
DB08734 	 P04818
DB08737 	 P03372
DB08738 	 P48147
DB08739 	 P48147
DB08740 	 P07339
DB08741 	 P0A017
DB08742 	 Q15788
DB08742 	 P11473
DB08743 	 P27487
DB08744 	 P16083
DB08745 	 P00742
DB08746 	 P00742
DB08747 	 O92972
DB08748 	 P0C6X7
DB08748 	 A7J8L3
DB08749 	 P56817
DB08750 	 P35228
DB08751 	 P01112
DB08752 	 P25774
DB08753 	 Q672W7
DB08754 	 Q672W7
DB08755 	 P25774
DB08756 	 P17612
DB08756 	 P61925
DB08756 	 Q13464
DB08756 	 O75116
DB08757 	 P0AE18
DB08758 	 P0AE18
DB08759 	 Q9ZGI2
DB08760 	 P37231
DB08761 	 P9WPP7
DB08762 	 P15085
DB08763 	 P07477
DB08765 	 P00918
DB08765 	 P14174
DB08766 	 P28838
DB08767 	 P84887
DB08767 	 P84888
DB08768 	 P24941
DB08770 	 P29274
DB08771 	 P28845
DB08772 	 O60218
DB08772 	 P15121
DB08773 	 P03372
DB08773 	 Q15596
DB08774 	 O14757
DB08775 	 Q9UBX1
DB08776 	 O14757
DB08777 	 O14757
DB08778 	 O14757
DB08779 	 O14757
DB08780 	 O14757
DB08781 	 O14757
DB08782 	 P00918
DB08783 	 P18031
DB08784 	 Q9HBL8
DB08785 	 P16218
DB08786 	 P07900
DB08787 	 P07900
DB08788 	 P07900
DB08789 	 P07900
DB08790 	 O60760
DB08791 	 P08581
DB08795 	 Q8DNB6
DB08795 	 Q7CRA4
DB08795 	 Q75Y35
DB08795 	 Q8DR59
DB08795 	 P0A3M6
DB08798 	 Q27738
DB08799 	 P35367
DB08800 	 P35367
DB08801 	 P35367
DB08801 	 P08172
DB08802 	 P35367
DB08804 	 P10275
DB08805 	 P25021
DB08806 	 P25021
DB08807 	 P08588
DB08807 	 P07550
DB08807 	 P08908
DB08807 	 P28222
DB08807 	 P13945
DB08808 	 P08588
DB08808 	 P07550
DB08808 	 P13945
DB08809 	 Q15118
DB08809 	 O43708
DB08810 	 P08908
DB08810 	 P28223
DB08810 	 Q13639
DB08811 	 P27815
DB08811 	 Q9Y233
DB08811 	 Q14432
DB08811 	 O00408
DB08813 	 P01008
DB08813 	 P16109
DB08813 	 P01100
DB08813 	 P01106
DB08814 	 P23219
DB08814 	 P19838
DB08814 	 P35228
DB08814 	 Q9Y233
DB08815 	 P14416
DB08815 	 P28223
DB08815 	 P34969
DB08815 	 P08908
DB08815 	 P18825
DB08815 	 P08913
DB08816 	 Q9H244
DB08818 	 P16070
DB08818 	 P05362
DB08818 	 O75330
DB08818 	 O14594
DB08818 	 P13611
DB08818 	 Q07021
DB08818 	 P10915
DB08818 	 Q96S86
DB08818 	 Q86UW8
DB08818 	 Q14520
DB08818 	 Q6UX15
DB08818 	 Q8WWQ8
DB08818 	 P98066
DB08818 	 Q9BZV3
DB08818 	 Q5JVS0
DB08819 	 P43088
DB08820 	 P13569
DB08822 	 P30556
DB08827 	 P55157
DB08828 	 Q99835
DB08835 	 Q04609
DB08836 	 P12821
DB08837 	 P0A334
DB08837 	 Q9UGM1
DB08837 	 Q08460
DB08837 	 Q09470
DB08838 	 P18825
DB08838 	 Q9Y2I1
DB08838 	 P02708
DB08838 	 Q05586
DB08838 	 P48048
DB08838 	 Q00975
DB08838 	 Q9UHC3
DB08839 	 P31645
DB08839 	 P28223
DB08839 	 P46098
DB08839 	 O95264
DB08839 	 Q05940
DB08845 	 P00509
DB08846 	 P00915
DB08846 	 P00918
DB08846 	 P07451
DB08846 	 P22748
DB08846 	 P35218
DB08846 	 Q9Y2D0
DB08846 	 P23280
DB08846 	 P43166
DB08846 	 Q16790
DB08846 	 O43570
DB08846 	 Q9ULX7
DB08846 	 P68400
DB08846 	 P17612
DB08846 	 P17252
DB08846 	 P05771
DB08846 	 P43405
DB08846 	 Q14534
DB08848 	 Q9NSD5
DB08848 	 P30531
DB08848 	 P48066
DB08848 	 P48065
DB08855 	 Q9Y271
DB08855 	 Q9NS75
DB08855 	 P33527
DB08860 	 P04035
DB08860 	 P20701
DB08862 	 P32238
DB08862 	 P04049
DB08862 	 P27361
DB08862 	 P01133
DB08862 	 P05771
DB08862 	 P32239
DB08864 	 Q72547
DB08864 	 O75469
DB08865 	 Q9UM73
DB08865 	 P08581
DB08867 	 P06401
DB08867 	 P04150
DB08867 	 P10275
DB08868 	 Q9H228
DB08868 	 Q13547
DB08868 	 P21453
DB08868 	 O95977
DB08868 	 Q99500
DB08869 	 Q02643
DB08870 	 P28908
DB08871 	 P10415
DB08871 	 Q9H4B7
DB08872 	 P54289
DB08872 	 Q9NY47
DB08873 	 B0B3C9
DB08874 	 Q18BX5
DB08875 	 P08581
DB08875 	 P35968
DB08875 	 P07949
DB08877 	 P23458
DB08877 	 O60674
DB08879 	 Q9Y275
DB08880 	 Q02127
DB08881 	 P15056
DB08882 	 P27487
DB08883 	 P42261
DB08885 	 P15692
DB08885 	 P49763
DB08885 	 P49765
DB08888 	 P02751
DB08888 	 P01023
DB08888 	 P08697
DB08889 	 P28074
DB08889 	 P28062
DB08889 	 P20618
DB08889 	 P28065
DB08889 	 P49721
DB08889 	 P40306
DB08890 	 P25092
DB08891 	 Q9UBS5
DB08891 	 O75899
DB08892 	 Q9UBS5
DB08892 	 O75899
DB08893 	 P13945
DB08894 	 P19235
DB08895 	 P23458
DB08895 	 O60674
DB08895 	 P52333
DB08895 	 P29597
DB08896 	 P17948
DB08896 	 P35968
DB08896 	 P35916
DB08896 	 P10721
DB08896 	 P16234
DB08896 	 P09619
DB08896 	 P11362
DB08896 	 P21802
DB08896 	 Q02763
DB08896 	 Q16832
DB08896 	 P04629
DB08896 	 P29317
DB08896 	 P04049
DB08896 	 P15056
DB08896 	 Q15759
DB08896 	 P42685
DB08896 	 P00519
DB08896 	 P07949
DB08897 	 P11229
DB08897 	 P08172
DB08897 	 P20309
DB08897 	 P08173
DB08897 	 P08912
DB08899 	 P10275
DB08900 	 O95838
DB08901 	 P00519
DB08901 	 P11274
DB08901 	 P10721
DB08901 	 P07949
DB08901 	 Q02763
DB08901 	 P36888
DB08901 	 P11362
DB08901 	 P21802
DB08901 	 P22607
DB08901 	 P22455
DB08901 	 P06239
DB08901 	 P12931
DB08901 	 P07948
DB08901 	 P35968
DB08901 	 P16234
DB08902 	 P13423
DB08903 	 P9WPS1
DB08904 	 P01375
DB08906 	 P04150
DB08906 	 P06401
DB08906 	 P08235
DB08907 	 P31639
DB08908 	 Q14145
DB08908 	 Q04206
DB08910 	 Q96SW2
DB08910 	 P01375
DB08910 	 P35354
DB08911 	 Q02750
DB08911 	 P36507
DB08912 	 P15056
DB08912 	 P04049
DB08912 	 P57059
DB08912 	 Q8NG66
DB08912 	 P53667
DB08915 	 Q07869
DB08915 	 P37231
DB08915 	 Q15788
DB08916 	 P00533
DB08916 	 P04626
DB08916 	 Q15303
DB08918 	 P31645
DB08918 	 P23975
DB08922 	 P28223
DB08922 	 P14416
DB08922 	 P08908
DB08922 	 P35367
DB08922 	 P21917
DB08922 	 P35348
DB08927 	 P28223
DB08930 	 Q7ZJM1
DB08931 	 P33402
DB08932 	 P25101
DB08932 	 P24530
DB08933 	 P10613
DB08934 	 O39930
DB08935 	 P11836
DB08936 	 P35367
DB08949 	 P49019
DB08949 	 Q8TDS4
DB08950 	 P35348
DB08954 	 Q05586
DB08954 	 Q13224
DB08960 	 Q15822
DB08964 	 P43116
DB08964 	 P43115
DB08995 	 P35869
DB08996 	 P22303
DB09006 	 Q07869
DB09006 	 P37231
DB09006 	 Q03181
DB09013 	 P08588
DB09013 	 P07550
DB09014 	 P28335
DB09014 	 Q99720
DB09014 	 P35462
DB09016 	 P31645
DB09016 	 P35367
DB09016 	 P28223
DB09017 	 P14867
DB09017 	 P14867
DB09018 	 P14416
DB09026 	 P00797
DB09027 	 Q5L478
DB09028 	 P43681
DB09028 	 P36544
DB09028 	 P32297
DB09028 	 Q15825
DB09028 	 P17787
DB09029 	 Q16552
DB09030 	 P25116
DB09031 	 P08183
DB09033 	 P13612
DB09033 	 P26010
DB09034 	 O43613
DB09034 	 O43614
DB09035 	 Q15116
DB09036 	 P05231
DB09037 	 Q15116
DB09038 	 P31639
DB09039 	 Q16739
DB09040 	 P50859
DB09041 	 Q9HGT2
DB09043 	 P43220
DB09045 	 P43220
DB09046 	 P48357
DB09047 	 P43700
DB09047 	 P43702
DB09047 	 P11388
DB09048 	 P25103
DB09049 	 P35372
DB09050 	 Q9X6W0
DB09050 	 Q51504
DB09050 	 P0AEB2
DB09050 	 P76577
DB09050 	 P0AD65
DB09052 	 P15391
DB09052 	 P04234
DB09053 	 Q06187
DB09054 	 O00329
DB09057 	 P13423
DB09059 	 P30559
DB09059 	 P37288
DB09059 	 P47901
DB09059 	 P30518
DB09060 	 P62593
DB09060 	 Q939N4
DB09060 	 P05364
DB09060 	 P0AD63
DB09060 	 P0A9Z7
DB09060 	 P0AD64
DB09060 	 A0A023W3H0
DB09060 	 Q9F663
DB09060 	 Q9EXV5
DB09060 	 P37321
DB09061 	 P21554
DB09061 	 P34972
DB09061 	 P47775
DB09061 	 P23415
DB09061 	 P23415
DB09061 	 O75311
DB09061 	 Q14330
DB09061 	 Q9Y2T6
DB09061 	 P08908
DB09061 	 P28223
DB09061 	 P36544
DB09061 	 P41143
DB09061 	 P35372
DB09061 	 P37231
DB09061 	 Q8NER1
DB09061 	 O43497
DB09061 	 O95180
DB09061 	 Q9P0X4
DB09061 	 O75762
DB09061 	 Q7Z2W7
DB09061 	 Q9Y5S1
DB09061 	 Q8NET8
DB09061 	 Q9HBA0
DB09061 	 P21796
DB09061 	 P46098
DB09061 	 P30542
DB09061 	 P23219
DB09061 	 P35354
DB09061 	 P24752
DB09061 	 P05093
DB09061 	 P04035
DB09061 	 P00390
DB09061 	 P07203
DB09061 	 P14902
DB09061 	 Q16678
DB09061 	 P15559
DB09061 	 P04040
DB09061 	 P20815
DB09061 	 P10635
DB09061 	 P00441
DB09061 	 P05177
DB09061 	 P24462
DB09061 	 F1T0I5
DB09061 	 Q02083
DB09063 	 Q9UM73
DB09064 	 Q07869
DB09066 	 P23945
DB09067 	 P34998
DB09068 	 P31645
DB09068 	 P46098
DB09068 	 P34969
DB09068 	 P28222
DB09068 	 P08908
DB09068 	 P08588
DB09068 	 P23975
DB09069 	 P09110
DB09070 	 P03372
DB09071 	 P48039
DB09071 	 P49286
DB09073 	 P11802
DB09073 	 Q00534
DB09074 	 P09874
DB09074 	 Q9UGN5
DB09074 	 Q9Y6F1
DB09075 	 P00742
DB09076 	 P11229
DB09076 	 P08172
DB09076 	 P20309
DB09076 	 P08173
DB09076 	 P08912
DB09078 	 P17948
DB09078 	 P35968
DB09078 	 P35916
DB09078 	 P11362
DB09078 	 P21802
DB09078 	 P22607
DB09078 	 P22455
DB09078 	 P16234
DB09078 	 P07949
DB09078 	 P10721
DB09079 	 P17948
DB09079 	 P35968
DB09079 	 P35916
DB09079 	 P16234
DB09079 	 P09619
DB09079 	 P11362
DB09079 	 P21802
DB09079 	 P22607
DB09079 	 P36888
DB09079 	 P06239
DB09079 	 P07948
DB09079 	 P12931
DB09080 	 P07550
DB09082 	 P07550
DB09083 	 Q9UL51
DB09085 	 P21817
DB09085 	 Q92736
DB09085 	 P35498
DB09086 	 P03372
DB09086 	 Q92731
DB09086 	 P10275
DB09086 	 Q8NET8
DB09088 	 P35498
DB09089 	 P35372
DB09089 	 Q13936
DB09089 	 Q12791
DB09089 	 O43497
DB09089 	 P11229
DB09089 	 P08172
DB09089 	 P20309
DB09089 	 P08173
DB09090 	 Q13698
DB09091 	 P04150
DB09091 	 Q92769
DB09092 	 P39023
DB09092 	 Q13423
DB09092 	 P04406
DB09092 	 P50213
DB09092 	 Q02218
DB09092 	 P40926
DB09093 	 P0A7V3
DB09093 	 P0A7W7
DB09093 	 P0A7U3
DB09093 	 P0AG59
DB09093 	 P02359
DB09095 	 P12429
DB09095 	 P04150
DB09097 	 P14416
DB09097 	 P21728
DB09098 	 P10912
DB09098 	 P08069
DB09099 	 P30872
DB09099 	 P30874
DB09099 	 P32745
DB09099 	 P31391
DB09099 	 P35346
DB09100 	 P10827
DB09100 	 P10828
DB09101 	 Q7ZJM1
DB09102 	 Q5L478
DB09103 	 P10721
DB09105 	 P21453
DB09107 	 P19235
DB09108 	 P04275
DB09109 	 P00740
DB09109 	 P00742
DB09109 	 P00734
DB09112 	 P69905
DB09112 	 P68871
DB09112 	 P02144
DB09116 	 P48448
DB09118 	 P14867
DB09118 	 P00338
DB09118 	 P07195
DB09119 	 Q99571
DB09120 	 Q8NER1
DB09121 	 Q08828
DB09121 	 Q08462
DB09121 	 O95622
DB09123 	 P06401
DB09123 	 P10275
DB09124 	 P06401
DB09126 	 P22888
DB09128 	 P08908
DB09128 	 P14416
DB09128 	 P28223
DB09128 	 P18825
DB09128 	 P35368
DB09129 	 P06213
DB09130 	 P05067
DB09130 	 P23526
DB09130 	 P62807
DB09130 	 P04406
DB09130 	 P15531
DB09130 	 P10412
DB09130 	 Q06830
DB09130 	 P05109
DB09130 	 P08865
DB09130 	 P63261
DB09130 	 P06733
DB09130 	 P68104
DB09130 	 P05787
DB09130 	 P07237
DB09130 	 P30101
DB09130 	 P10809
DB09130 	 P48723
DB09130 	 P11021
DB09130 	 P14625
DB09130 	 P02787
DB09130 	 Q08288
DB09130 	 P15880
DB09130 	 Q07955
DB09130 	 P22626
DB09130 	 P31943
DB09130 	 P31942
DB09130 	 P61987
DB09130 	 P14866
DB09130 	 P23246
DB09130 	 Q15428
DB09130 	 P63244
DB09130 	 P12814
DB09130 	 Q03154
DB09130 	 P09525
DB09130 	 P08758
DB09130 	 P27797
DB09130 	 P14618
DB09130 	 P14550
DB09130 	 P00387
DB09130 	 P00390
DB09130 	 P29401
DB09130 	 P32119
DB09130 	 P30041
DB09130 	 P62937
DB09130 	 P11142
DB09130 	 P07900
DB09130 	 Q15185
DB09130 	 P31948
DB09130 	 Q96RE1
DB09130 	 P56537
DB09130 	 P60842
DB09130 	 P06744
DB09130 	 P00338
DB09130 	 P00558
DB09130 	 Q13748
DB09130 	 P07437
DB09130 	 P23528
DB09130 	 P31946
DB09130 	 P17174
DB09130 	 P48637
DB09130 	 P51858
DB09130 	 P50213
DB09130 	 O00299
DB09130 	 Q06323
DB09130 	 P30086
DB09130 	 P18669
DB09130 	 P43487
DB09130 	 O60701
DB09130 	 P61769
DB09130 	 O75880
DB09130 	 F7VJQ1
DB09130 	 P23415
DB09130 	 P42858
DB09130 	 Q96FI4
DB09130 	 Q969S2
DB09130 	 Q6MZM0
DB09130 	 P05121
DB09130 	 P29034
DB09130 	 P26447
DB09130 	 P37840
DB09130 	 P23560
DB09130 	 Q99497
DB09130 	 P10997
DB09130 	 Q9UHF0
DB09130 	 P04217
DB09130 	 P43652
DB09130 	 P01019
DB09130 	 P02765
DB09130 	 P02743
DB09130 	 P02647
DB09130 	 P02652
DB09130 	 P06727
DB09130 	 Q0VD83
DB09130 	 P02655
DB09130 	 P02656
DB09130 	 P05090
DB09130 	 P02649
DB09130 	 P02749
DB09130 	 P25311
DB09130 	 P02747
DB09130 	 P09871
DB09130 	 P01024
DB09130 	 P0C0L5
DB09130 	 P04003
DB09130 	 P01031
DB09130 	 P07358
DB09130 	 P02748
DB09130 	 P08603
DB09130 	 P05156
DB09130 	 P05452
DB09130 	 P10909
DB09130 	 P00734
DB09130 	 Q07021
DB09130 	 P06396
DB09130 	 P69905
DB09130 	 P68871
DB09130 	 P45973
DB09130 	 P00739
DB09130 	 P35858
DB09130 	 P01857
DB09130 	 P01861
DB09130 	 P01619
DB09130 	 P15814
DB09130 	 P19823
DB09130 	 P01042
DB09130 	 P04264
DB09130 	 P13645
DB09130 	 P35908
DB09130 	 P35527
DB09130 	 P02750
DB09130 	 P51884
DB09130 	 Q96PD5
DB09130 	 P00747
DB09130 	 P27169
DB09130 	 P02775
DB09130 	 P01009
DB09130 	 P29622
DB09130 	 P08185
DB09130 	 P05543
DB09130 	 P01008
DB09130 	 P05546
DB09130 	 P36955
DB09130 	 P08697
DB09130 	 P05155
DB09130 	 P02766
DB09130 	 P04004
DB09130 	 P51693
DB09131 	 P04070
DB09131 	 P04080
DB09140 	 P00395
DB09140 	 Q9Y5S8
DB09141 	 P00742
DB09141 	 P01008
DB09143 	 Q99835
DB09147 	 P02792
DB09147 	 P69905
DB09147 	 P68871
DB09148 	 P05067
DB09149 	 P05067
DB09151 	 P05067
DB09166 	 P25105
DB09166 	 P14867
DB09166 	 P14867
DB09167 	 P08908
DB09167 	 P28223
DB09167 	 P35367
DB09167 	 P11229
DB09167 	 P08172
DB09167 	 P20309
DB09167 	 P08173
DB09167 	 P08912
DB09167 	 P08913
DB09167 	 P35348
DB09167 	 P23975
DB09167 	 P31645
DB09173 	 P35372
DB09173 	 P41145
DB09173 	 P41143
DB09183 	 P87764
